Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Oct,3,Sunday,Toyota,Urban,Oct,3,Male,Married,63,Third Party,Sedan - All Perils,1,1,14227,7,400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,1,0,6526
Jul,2,Thursday,VW,Urban,Jul,2,Male,Married,45,Policy Holder,Sedan - Collision,1,3,14228,6,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,3 to 4,1996,2,0,6465
Oct,3,Friday,Accura,Urban,Nov,4,Male,Married,44,Policy Holder,Sedan - All Perils,1,1,14229,12,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,1,0,5110
Aug,1,Thursday,Toyota,Urban,Aug,1,Male,Married,27,Policy Holder,Sedan - Liability,0,2,14230,15,700,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,0,0,5406
Jul,3,Thursday,Chevrolet,Urban,Nov,5,Female,Married,45,Third Party,Sedan - Liability,0,5,14231,15,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,6175
Jul,4,Thursday,Honda,Urban,Aug,2,Male,Married,54,Third Party,Sedan - Liability,0,1,14232,4,400,4,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,3800
Jul,3,Wednesday,Mazda,Urban,Aug,4,Male,Single,35,Policy Holder,Sedan - Collision,1,2,14233,14,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,7654
Mar,2,Sunday,Accura,Urban,Apr,2,Male,Married,42,Policy Holder,Sedan - Liability,0,2,14234,12,400,4,more than 30,more than 30,1,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,4495
Feb,2,Monday,Pontiac,Urban,Feb,2,Male,Married,49,Policy Holder,Sedan - Liability,0,1,14235,10,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,0,0,4843
Mar,1,Wednesday,Toyota,Urban,Mar,1,Male,Widow,37,Policy Holder,Sedan - Liability,0,2,14236,15,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4603
Mar,2,Sunday,Pontiac,Urban,Mar,3,Male,Married,31,Policy Holder,Sedan - Liability,0,2,14237,2,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4876
Mar,4,Sunday,Chevrolet,Rural,Mar,5,Male,Married,41,Policy Holder,Sedan - Liability,0,1,14238,13,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,5394
Apr,4,Wednesday,Toyota,Urban,May,1,Male,Married,37,Policy Holder,Sedan - Liability,0,2,14239,14,400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,0,0,4597
May,2,Friday,Mazda,Urban,May,3,Male,Married,40,Policy Holder,Sedan - Liability,0,2,14240,5,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5092
Jun,3,Tuesday,Pontiac,Urban,Jun,3,Male,Single,27,Third Party,Sedan - All Perils,1,1,14241,10,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,6673
Jun,3,Wednesday,Mazda,Urban,Aug,3,Male,Married,36,Third Party,Sedan - Collision,1,2,14242,5,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5584
Jun,4,Sunday,Chevrolet,Urban,Jun,4,Male,Single,39,Policy Holder,Sedan - Collision,1,1,14243,3,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,6199
Jun,5,Thursday,Pontiac,Urban,Sep,2,Female,Single,27,Policy Holder,Sedan - Collision,1,2,14244,16,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,5093
Jul,1,Sunday,Pontiac,Urban,Jul,4,Female,Married,34,Policy Holder,Sedan - All Perils,1,0,14245,11,400,1,more than 30,more than 30,none,4 years,No,No,External,none,no change,1 vehicle,1996,1,0,5909
Jul,4,Wednesday,Chevrolet,Rural,Jul,5,Male,Married,35,Policy Holder,Sedan - Collision,1,1,14246,14,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,6099
Oct,5,Friday,Mazda,Urban,Nov,2,Female,Married,56,Policy Holder,Sedan - Liability,0,2,14247,16,400,2,more than 30,more than 30,1,3 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5576
Nov,1,Wednesday,Honda,Urban,Nov,1,Male,Single,33,Policy Holder,Sedan - Liability,0,1,14248,16,400,4,8 to 15,15 to 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4355
Aug,4,Sunday,Honda,Urban,Sep,1,Male,Single,0,Policy Holder,Sedan - Collision,1,5,14249,5,400,2,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1996,2,1,4861
Nov,5,Monday,Pontiac,Urban,Dec,1,Male,Married,64,Third Party,Sedan - All Perils,1,2,14250,3,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,5476
Feb,4,Friday,Pontiac,Urban,Feb,4,Male,Married,34,Policy Holder,Sedan - Collision,1,1,14251,2,400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,5398
Feb,4,Saturday,Toyota,Urban,Mar,1,Male,Married,40,Policy Holder,Sedan - All Perils,1,0,14252,9,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5998
Feb,4,Sunday,Toyota,Urban,Mar,1,Male,Single,35,Policy Holder,Sedan - All Perils,1,1,14253,5,400,1,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,1,0,8322
Mar,1,Saturday,Pontiac,Urban,Mar,4,Male,Married,34,Policy Holder,Sedan - Collision,1,3,14254,4,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5396
Mar,2,Tuesday,Chevrolet,Urban,Mar,2,Male,Married,30,Policy Holder,Sedan - Liability,0,3,14255,4,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,4134
Apr,3,Sunday,Pontiac,Urban,Apr,3,Male,Married,41,Policy Holder,Sedan - Collision,1,2,14256,11,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5901
May,3,Saturday,Chevrolet,Urban,Jul,1,Male,Married,44,Policy Holder,Sedan - Liability,0,1,14257,12,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5256
Jun,2,Saturday,Pontiac,Urban,Jun,3,Male,Married,34,Policy Holder,Sedan - Collision,1,1,14258,3,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,5103
Jul,3,Friday,Mazda,Urban,Jul,3,Female,Married,29,Policy Holder,Sedan - Collision,1,1,14259,14,400,3,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5127
Jul,3,Saturday,Saturn,Rural,Jul,3,Male,Married,45,Policy Holder,Sedan - Collision,1,3,14260,11,400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,2,0,6450
Jul,3,Sunday,Toyota,Urban,Jul,3,Female,Single,22,Policy Holder,Sedan - Collision,1,0,14261,11,400,2,more than 30,more than 30,none,3 years,No,No,External,none,no change,1 vehicle,1996,2,0,5304
Aug,1,Friday,Toyota,Rural,Aug,2,Male,Single,22,Third Party,Sedan - All Perils,1,1,14262,13,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,1,0,5967
Sep,4,Tuesday,Accura,Rural,Sep,4,Female,Married,39,Policy Holder,Sedan - Collision,1,2,14263,7,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,5063
Nov,2,Wednesday,Pontiac,Urban,Nov,2,Male,Married,41,Policy Holder,Sedan - Collision,1,1,14264,14,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4834
Nov,3,Tuesday,Toyota,Urban,Nov,3,Female,Single,34,Policy Holder,Sedan - Liability,0,1,14265,2,400,3,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4917
Nov,4,Monday,Pontiac,Urban,Nov,4,Male,Married,55,Policy Holder,Sedan - Collision,1,2,14266,12,400,3,more than 30,more than 30,more than 4,more than 7,No,No,Internal,3 to 5,no change,1 vehicle,1996,2,0,6911
Nov,5,Tuesday,Honda,Urban,Nov,5,Male,Single,28,Policy Holder,Sedan - Liability,0,1,14267,3,400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,5006
Oct,2,Saturday,Pontiac,Rural,Oct,2,Male,Married,57,Policy Holder,Sedan - Collision,1,2,14268,8,400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5700
Sep,3,Wednesday,Toyota,Urban,Sep,4,Male,Married,65,Third Party,Sedan - All Perils,1,0,14269,10,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,3 to 4,1996,1,0,8700
Jul,3,Wednesday,Accura,Urban,Jul,4,Male,Married,51,Policy Holder,Utility - All Perils,2,2,14270,1,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,6167
Jul,3,Saturday,Toyota,Urban,Aug,1,Male,Single,33,Third Party,Sedan - Collision,1,1,14271,9,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,5457
May,3,Saturday,Pontiac,Urban,Jun,4,Male,Married,32,Policy Holder,Sedan - Collision,1,1,14272,1,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4725
May,4,Monday,Toyota,Urban,May,4,Male,Married,35,Third Party,Sedan - Collision,1,1,14273,10,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,7877
Aug,4,Sunday,Mercury,Urban,Sep,4,Male,Single,31,Third Party,Sedan - Collision,1,1,14274,6,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5187
Apr,4,Tuesday,Toyota,Urban,May,2,Male,Married,62,Policy Holder,Sedan - Collision,1,2,14275,3,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,4613
Mar,4,Friday,Pontiac,Urban,Mar,4,Male,Married,71,Policy Holder,Sedan - Liability,0,1,14276,3,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,4192
Mar,4,Thursday,Toyota,Urban,Mar,4,Female,Single,29,Third Party,Sedan - Collision,1,1,14277,9,400,1,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,4936
Mar,4,Thursday,Honda,Urban,May,3,Male,Single,41,Policy Holder,Sport - Collision,0,5,14278,7,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5945
Feb,5,Tuesday,Pontiac,Urban,Mar,1,Female,Married,50,Policy Holder,Sedan - Liability,0,1,14279,13,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1996,0,0,4222
Jan,3,Tuesday,Honda,Urban,Jan,3,Male,Married,53,Policy Holder,Sedan - Collision,1,1,14280,5,400,2,more than 30,more than 30,2 to 4,4 years,No,No,External,none,no change,1 vehicle,1996,2,0,5639
Nov,2,Tuesday,Honda,Urban,Nov,2,Male,Married,55,Policy Holder,Sedan - Liability,0,1,14281,5,500,4,more than 30,more than 30,none,more than 7,No,No,External,none,2 to 3 years,2 vehicles,1996,0,0,7729
Nov,1,Saturday,Pontiac,Urban,Nov,4,Female,Married,27,Policy Holder,Sedan - Collision,1,1,14282,5,400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,6437
Nov,1,Tuesday,Mazda,Rural,Nov,1,Male,Single,31,Third Party,Sedan - Liability,0,2,14283,12,400,2,more than 30,more than 30,2 to 4,7 years,Yes,No,External,3 to 5,no change,1 vehicle,1996,0,0,4437
Sep,1,Monday,VW,Urban,Sep,2,Male,Married,74,Policy Holder,Sedan - All Perils,1,1,14284,16,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,6004
Aug,5,Sunday,Pontiac,Urban,Aug,5,Male,Single,27,Policy Holder,Sedan - Liability,0,2,14285,10,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4260
Aug,5,Monday,Pontiac,Urban,Aug,5,Female,Single,26,Policy Holder,Sedan - Liability,0,1,14286,5,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,5432
Jul,1,Wednesday,Pontiac,Urban,Jul,3,Female,Single,36,Policy Holder,Sedan - Liability,0,1,14287,14,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,4613
Jul,1,Tuesday,Toyota,Urban,Jul,2,Male,Married,29,Third Party,Sedan - All Perils,1,0,14288,11,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,1 year,1 vehicle,1996,1,0,6110
Aug,5,Monday,Chevrolet,Urban,Aug,5,Male,Married,59,Policy Holder,Sedan - Collision,1,1,14289,7,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1996,2,1,5405
May,4,Tuesday,Chevrolet,Urban,May,4,Male,Single,58,Third Party,Sedan - All Perils,1,1,14290,13,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,1,0,5946
May,3,Thursday,Toyota,Urban,May,3,Male,Single,28,Policy Holder,Sedan - Liability,0,1,14291,13,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4458
May,1,Friday,Toyota,Rural,May,2,Male,Married,58,Policy Holder,Sedan - Collision,1,1,14292,7,700,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,5020
May,1,Wednesday,VW,Urban,May,1,Female,Married,48,Policy Holder,Sedan - Liability,0,2,14293,7,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,4781
May,1,Wednesday,Mazda,Rural,May,2,Male,Married,28,Policy Holder,Utility - All Perils,2,5,14294,12,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,1,0,7335
Apr,4,Wednesday,Pontiac,Urban,Apr,5,Male,Single,38,Third Party,Sedan - Collision,1,1,14295,7,400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,4791
Mar,4,Friday,Chevrolet,Urban,Apr,1,Male,Married,44,Third Party,Sedan - All Perils,1,3,14296,10,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,5589
Mar,2,Friday,Chevrolet,Urban,Nov,3,Male,Married,56,Policy Holder,Sedan - All Perils,1,1,14297,6,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,5310
Mar,2,Thursday,Pontiac,Urban,Mar,2,Male,Married,30,Policy Holder,Sedan - Liability,0,1,14298,3,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4187
Mar,1,Sunday,Pontiac,Urban,Mar,2,Female,Married,38,Policy Holder,Sedan - Liability,0,1,14299,9,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5230
Mar,1,Wednesday,Ford,Rural,Mar,2,Female,Married,38,Third Party,Sedan - All Perils,1,2,14300,12,400,1,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5310
Feb,1,Sunday,Chevrolet,Urban,Feb,2,Male,Married,44,Third Party,Sedan - Collision,1,5,14301,7,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4646
Jan,3,Monday,Toyota,Urban,Jan,4,Female,Married,46,Policy Holder,Sedan - Collision,1,1,14302,3,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,none,4 to 8 years,2 vehicles,1996,2,0,6224
Aug,1,Tuesday,Mazda,Urban,Aug,1,Female,Married,36,Policy Holder,Sedan - Collision,1,1,14303,6,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,4703
Aug,1,Thursday,Honda,Urban,Aug,2,Male,Single,26,Policy Holder,Sedan - Collision,1,1,14304,16,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,6018
Dec,3,Saturday,Saab,Urban,Dec,3,Male,Married,38,Policy Holder,Sedan - Liability,0,2,14305,9,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,4457
Nov,3,Tuesday,Honda,Urban,Nov,3,Male,Married,62,Policy Holder,Sedan - Liability,0,2,14306,6,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,Internal,none,no change,1 vehicle,1996,0,0,4423
Nov,4,Thursday,Pontiac,Urban,Dec,1,Male,Single,26,Policy Holder,Sedan - Collision,1,1,14307,10,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,6056
Nov,4,Tuesday,Toyota,Urban,Nov,4,Male,Married,41,Policy Holder,Sedan - All Perils,1,5,14308,10,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,6382
Aug,5,Tuesday,Dodge,Urban,Aug,5,Male,Married,47,Third Party,Sedan - Collision,1,2,14309,7,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,2,0,5695
Nov,4,Tuesday,Pontiac,Urban,Nov,4,Male,Married,62,Policy Holder,Sedan - Collision,1,1,14310,15,400,1,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,3 to 4,1996,2,0,5843
Oct,3,Sunday,Pontiac,Urban,Oct,3,Female,Married,27,Third Party,Sedan - Collision,1,0,14311,14,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4766
Dec,4,Monday,Accura,Urban,Jan,4,Male,Married,48,Policy Holder,Sedan - All Perils,1,1,14312,2,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,5038
Jan,3,Thursday,Toyota,Urban,Mar,4,Female,Married,27,Policy Holder,Sedan - Liability,0,1,14313,5,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,5724
Jan,1,Sunday,Toyota,Urban,Mar,2,Male,Married,36,Policy Holder,Sedan - Collision,1,0,14314,7,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,2,0,5311
Jul,2,Monday,Honda,Urban,Jul,4,Male,Married,44,Policy Holder,Sedan - Collision,1,1,14315,9,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,2,0,5208
Jul,2,Monday,Chevrolet,Urban,Jul,2,Male,Married,37,Policy Holder,Sedan - Liability,0,1,14316,9,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,5218
Aug,5,Wednesday,Honda,Urban,Sep,1,Male,Married,43,Policy Holder,Sedan - Collision,1,2,14317,8,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,6391
Aug,5,Monday,Chevrolet,Rural,Aug,5,Male,Single,48,Policy Holder,Sedan - All Perils,1,5,14318,5,400,2,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5206
Aug,5,Tuesday,Honda,Urban,Aug,5,Male,Single,19,Third Party,Sedan - All Perils,1,0,14319,12,400,2,more than 30,more than 30,1,2 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5442
Sep,3,Sunday,Pontiac,Urban,Sep,4,Male,Married,65,Policy Holder,Sedan - All Perils,1,0,14320,16,400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,8996
Sep,3,Sunday,Pontiac,Urban,Sep,3,Male,Married,47,Policy Holder,Sedan - Collision,1,1,14321,7,400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5616
Sep,2,Sunday,Toyota,Urban,Sep,3,Male,Single,33,Third Party,Sedan - All Perils,1,2,14322,7,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,5780
Dec,2,Tuesday,Pontiac,Urban,Dec,3,Male,Married,50,Third Party,Sedan - All Perils,1,1,14323,12,700,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1996,1,0,4738
Nov,4,Saturday,Pontiac,Urban,Nov,5,Male,Married,30,Third Party,Sedan - All Perils,1,1,14324,13,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,5078
May,3,Thursday,Pontiac,Urban,Jun,2,Male,Married,32,Policy Holder,Sedan - Liability,0,1,14325,14,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,0,0,5821
May,2,Tuesday,Honda,Rural,May,2,Male,Single,26,Policy Holder,Sedan - Collision,1,1,14326,15,400,2,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,6329
May,2,Wednesday,Chevrolet,Urban,May,3,Female,Married,64,Policy Holder,Sedan - Liability,0,3,14327,15,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,5175
Jun,4,Wednesday,Chevrolet,Urban,Jun,4,Male,Single,35,Third Party,Sedan - Collision,1,1,14328,12,400,4,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,5962
Jun,3,Sunday,Ford,Urban,Jun,3,Male,Married,30,Third Party,Sedan - Liability,0,3,14329,10,400,3,more than 30,more than 30,2 to 4,7 years,No,No,Internal,more than 5,no change,1 vehicle,1996,0,0,5035
Aug,3,Monday,Mazda,Urban,Sep,1,Male,Married,36,Policy Holder,Sedan - Collision,1,1,14330,6,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5827
Aug,1,Tuesday,Honda,Urban,Aug,1,Male,Single,20,Third Party,Sport - Collision,0,5,14331,14,400,1,more than 30,more than 30,2 to 4,4 years,No,No,External,none,no change,1 vehicle,1996,2,0,6354
Sep,3,Monday,Toyota,Urban,Sep,3,Female,Single,33,Policy Holder,Sedan - Liability,0,1,14332,12,300,3,more than 30,more than 30,2 to 4,5 years,No,No,External,none,2 to 3 years,1 vehicle,1996,0,0,5256
Aug,4,Sunday,Toyota,Rural,Aug,5,Male,Married,78,Third Party,Sedan - All Perils,1,1,14333,13,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,6168
Aug,4,Monday,Honda,Rural,Aug,4,Male,Single,32,Third Party,Sedan - All Perils,1,5,14334,6,400,2,more than 30,more than 30,2 to 4,new,No,No,External,none,no change,1 vehicle,1996,1,0,5393
Nov,3,Thursday,Mazda,Urban,Nov,3,Male,Married,74,Policy Holder,Sedan - All Perils,1,1,14335,12,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,1,0,5340
Aug,5,Wednesday,Accura,Urban,Sep,4,Male,Single,41,Policy Holder,Utility - All Perils,2,5,14336,5,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,1,1,6488
Nov,3,Friday,Honda,Urban,Nov,4,Male,Married,50,Third Party,Sedan - All Perils,1,1,14337,6,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,5648
Sep,1,Monday,Mazda,Urban,Sep,1,Male,Married,42,Policy Holder,Sedan - Collision,1,2,14338,4,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,6298
Aug,5,Thursday,Pontiac,Urban,Sep,2,Male,Married,49,Third Party,Sedan - All Perils,1,1,14339,4,400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5291
Nov,5,Tuesday,Mazda,Urban,Nov,2,Male,Married,48,Policy Holder,Sedan - Liability,0,1,14340,7,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,5628
Nov,1,Wednesday,Chevrolet,Rural,Dec,3,Female,Married,45,Policy Holder,Sedan - All Perils,1,1,14341,12,400,2,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,7742
Aug,5,Thursday,Toyota,Urban,Sep,1,Male,Married,31,Policy Holder,Sedan - Collision,1,0,14342,16,400,2,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,2,1,5224
Feb,1,Thursday,Toyota,Urban,Feb,1,Male,Married,36,Policy Holder,Sedan - Liability,0,1,14343,13,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,5 to 8,1996,0,0,4964
Feb,2,Wednesday,VW,Urban,Feb,2,Male,Married,26,Policy Holder,Sedan - Collision,1,3,14344,3,400,4,more than 30,more than 30,1,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,2,0,4452
Apr,4,Sunday,Toyota,Rural,Apr,4,Male,Single,19,Policy Holder,Sedan - All Perils,1,1,14345,4,400,1,more than 30,more than 30,1,3 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,6253
Apr,4,Saturday,Ford,Urban,May,1,Male,Single,38,Third Party,Utility - All Perils,2,5,14346,15,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5587
Apr,4,Thursday,Pontiac,Urban,May,1,Male,Single,36,Policy Holder,Sedan - All Perils,1,0,14347,4,400,1,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,4919
Apr,3,Wednesday,Toyota,Urban,Jun,3,Male,Married,50,Policy Holder,Sedan - All Perils,1,1,14348,16,400,4,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5831
Jun,2,Wednesday,Pontiac,Urban,Jun,3,Male,Single,24,Policy Holder,Sedan - Collision,1,2,14349,13,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,5716
